x,y,\sigma_y
-1.420820798105936866e+00,4.248067861742270246e+00,3.711830005575879055e-01
-1.357673207079005628e+00,3.493827474677569267e+00,-1.129346435778257884e-01
-1.294525616052075279e+00,3.550695642304372512e+00,3.555398351054994688e-01
-1.231378025025144929e+00,2.729639074189120329e+00,7.142693867747618164e-02
-1.168230433998214579e+00,2.289433288250890985e+00,2.724393303240856268e-01
-1.105082842971284229e+00,8.291228255249093460e-01,-4.675317118012881634e-01
-1.041935251944352991e+00,3.018593587619506913e-01,-2.235914911907399549e-01
-9.787876609174226417e-01,2.236300143847275157e-02,2.887278611355754698e-01
-9.156400698904922919e-01,-1.352656205304909598e+00,-3.049244123225253178e-01
-8.524924788635619421e-01,-2.137056526143492174e+00,-3.490574975135504188e-01
-7.893448878366315924e-01,-2.642464546482313104e+00,-1.843366706220044282e-01
-7.261972968097012426e-01,-3.439666899206482942e+00,-4.078359151545533079e-01
-6.630497057827700047e-01,-3.435052734631157012e+00,5.155079010664487260e-02
-5.999021147558396549e-01,-3.781454682584517002e+00,2.315131285640559256e-02
-5.367545237289093052e-01,-3.995133422176462723e+00,-2.176940684572192808e-02
-4.736069327019789554e-01,-4.393643629501919889e+00,-4.073859679011191393e-01
-4.104593416750486057e-01,-3.362089673810798374e+00,4.806914774081423314e-01
-3.473117506481173677e-01,-3.729372487200082187e+00,-1.808098057660642022e-01
-2.841641596211870180e-01,-2.749145209619690000e+00,3.659984411298495832e-01
-2.210165685942566682e-01,-2.431042532639017484e+00,1.284833882919484971e-01
-1.578689775673263185e-01,-1.967437399887377314e+00,-6.393252014796357852e-02
-9.472138654039596872e-02,-1.366522204162144538e+00,-1.937077376169489273e-01
-3.157379551346473079e-02,-6.022563655155480644e-01,-2.061386663508449901e-01
3.157379551346561897e-02,2.997869243849135001e-01,-9.633077477980067638e-02
9.472138654039596872e-02,1.106644831561260922e+00,-6.616963498393524379e-02
1.578689775673263185e-01,2.264681065828767714e+00,3.611761860893535347e-01
2.210165685942566682e-01,2.185746375851894907e+00,-3.737795450790709628e-01
2.841641596211879062e-01,3.256942645865907426e+00,1.417989951163599605e-01
3.473117506481182559e-01,3.739988954715576241e+00,1.914262732815528167e-01
4.104593416750486057e-01,3.872015459764820644e+00,2.923430854588027206e-02
4.736069327019789554e-01,4.030284832896732894e+00,4.402717129593158862e-02
5.367545237289093052e-01,3.632405259262462494e+00,-3.409587560682783014e-01
5.999021147558396549e-01,3.534390223906901607e+00,-2.702157715340205435e-01
6.630497057827708929e-01,3.468931267336644808e+00,-1.767225740115085930e-02
7.261972968097012426e-01,2.782738875137021228e+00,-2.490921089149077394e-01
7.893448878366315924e-01,2.083047908045494445e+00,-3.750799678148138971e-01
8.524924788635619421e-01,1.948268113254176370e+00,1.602690846242366129e-01
9.156400698904922919e-01,1.073631359018016429e+00,2.589956603563259296e-02
9.787876609174235298e-01,-1.639977681575779389e-01,-4.303626278546712758e-01
1.041935251944353880e+00,-1.679400556841706971e-01,3.575107942685309403e-01
1.105082842971284229e+00,-1.227040419408673477e+00,6.961411791752292189e-02
1.168230433998214579e+00,-1.961697091439096541e+00,5.529686648770915092e-02
1.231378025025144929e+00,-3.133781318983007491e+00,-4.755691834713617894e-01
1.294525616052075279e+00,-3.392163387694572485e+00,-1.970075804956987753e-01
1.357673207079006517e+00,-3.516091218044287814e+00,9.067090021111168241e-02
1.420820798105936866e+00,-3.526636591277911847e+00,3.502482699067712701e-01
1.483968389132867216e+00,-4.323222085121770419e+00,-3.282942371421465610e-01
1.547115980159797566e+00,-3.853246908505712387e+00,1.030136615463175254e-01
1.610263571186727916e+00,-4.256451460108891638e+00,-4.940516194901511948e-01
1.673411162213659154e+00,-3.701613290955394042e+00,-2.806629967528572189e-01
1.736558753240588615e+00,-3.227022645674932466e+00,-2.817165683826320377e-01
1.799706344267519853e+00,-2.675615882566336978e+00,-3.214904505317477401e-01
1.862853935294451091e+00,-1.675791604101567689e+00,-5.192820477353365938e-03
1.926001526321380553e+00,-5.889396455496769267e-01,3.325993968051177418e-01
1.989149117348311790e+00,-1.324282995772748106e-01,3.901505753709177959e-03
2.052296708375241252e+00,2.320887068152416299e-01,-4.221385761269450532e-01
2.115444299402172490e+00,1.784868611643105618e+00,3.657478154909015178e-01
2.178591890429103728e+00,2.269289508856216386e+00,1.409434879089478398e-01
2.241739481456033189e+00,2.417247517196609241e+00,-3.368344438687640441e-01
2.304887072482964427e+00,3.750256404562438917e+00,4.784737244416666924e-01
2.368034663509893889e+00,3.841230222063930277e+00,1.800900494558387299e-01
2.431182254536825127e+00,4.180305295949473532e+00,2.734243036622724388e-01
2.494329845563756365e+00,4.099851256178633996e+00,1.004858678171728359e-01
2.557477436590685826e+00,4.178258450987502037e+00,2.432930040371840130e-01
2.620625027617617064e+00,4.209464465536007616e+00,4.932570611518974912e-01
2.683772618644546526e+00,2.875400945922339524e+00,-4.762716038313935529e-01
2.746920209671477764e+00,2.383719590932467991e+00,-4.719410131087954374e-01
2.810067800698409002e+00,2.634502381115774838e+00,3.868736005535777789e-01
2.873215391725338463e+00,1.986852247908142077e+00,4.354237170402515122e-01
2.936362982752269701e+00,1.224786362080605429e+00,4.304164455689596380e-01
2.999510573779199163e+00,2.007775421541366234e-01,1.946272332985418130e-01
3.062658164806130401e+00,-5.155759431868672804e-01,2.667346156727484763e-01
3.125805755833059862e+00,-1.526306147519785661e+00,1.377734189086698979e-02
3.188953346859991100e+00,-2.177180153613001767e+00,6.026293712114583201e-02
3.252100937886922338e+00,-3.268405660772593535e+00,-4.213718377391731940e-01
3.315248528913851800e+00,-3.239529095485404575e+00,1.054139874754411732e-01
3.378396119940783038e+00,-3.593690671809878445e+00,1.179485588621975722e-01
3.441543710967712499e+00,-3.440863686988479664e+00,4.918740764873742455e-01
3.504691301994643737e+00,-3.813553980189957393e+00,1.860116009601694431e-01
3.567838893021574975e+00,-4.284338129632211611e+00,-3.748369213173786685e-01
3.630986484048504437e+00,-3.402176149055685439e+00,2.639014787981364130e-01
3.694134075075435675e+00,-3.366752456137837246e+00,-8.790876463041019662e-02
3.757281666102365136e+00,-3.084352886070988564e+00,-3.213633419457427864e-01
3.820429257129296374e+00,-2.081071940467805526e+00,5.767881470920477316e-02
3.883576848156227612e+00,-1.376861834460461509e+00,5.375269737814725168e-02
3.946724439183157074e+00,-8.081633199420055202e-01,-1.418041681654081954e-01
4.009872030210088312e+00,-1.878806163049717703e-01,-3.119163202077142039e-01
4.073019621237017773e+00,4.459621010521090945e-01,-4.636028717826283785e-01
4.136167212263949011e+00,2.120493366150375092e+00,4.610789096261358466e-01
4.199314803290880249e+00,2.533563977841518433e+00,1.893943994440644429e-01
4.262462394317809711e+00,2.789246116702167821e+00,-1.477231217518299999e-01
4.325609985344740949e+00,3.794039638250422453e+00,3.794801363433192298e-01
4.388757576371670410e+00,4.174967131208995319e+00,4.167613427657557157e-01
4.451905167398601648e+00,3.916684148890042128e+00,-3.774363048245910068e-02
4.515052758425532886e+00,4.035846496342161416e+00,4.031828210180010696e-02
4.578200349452462348e+00,4.187619110448361326e+00,3.077242768148337193e-01
4.641347940479393586e+00,3.845763067029289051e+00,2.336994432529606591e-01
4.704495531506323047e+00,2.813167797242754453e+00,-3.893730847597595135e-01
4.767643122533254285e+00,2.475308946799137821e+00,-1.920821361956703832e-01
4.830790713560183747e+00,2.127962917346931881e+00,1.003562046565250609e-01
4.893938304587114985e+00,1.612388622803943239e+00,3.041038332324885740e-01
4.957085895614046223e+00,2.318262310235758017e-01,-3.058161451702916533e-01
5.020233486640975684e+00,-1.228558992111747350e-01,1.312344010024319996e-01
5.083381077667906922e+00,-1.132831437404602681e+00,-9.697573922383961875e-02
5.146528668694836384e+00,-1.891049025469204725e+00,-1.140617597316280207e-01
5.209676259721767622e+00,-2.502229119983607752e+00,-5.381671329290838024e-02
5.272823850748698860e+00,-2.575587840924087324e+00,4.482050793814725820e-01
5.335971441775628321e+00,-3.270433933229547563e+00,2.101242447865908636e-01
5.399119032802559559e+00,-4.143434768116295963e+00,-3.426442596951154718e-01
5.462266623829489021e+00,-4.373398705690680011e+00,-4.014706463936622560e-01
5.525414214856420259e+00,-3.823133937164624907e+00,1.641236280779363454e-01
5.588561805883351497e+00,-3.530036422953298114e+00,3.161412680548589815e-01
5.651709396910280958e+00,-3.798786291330778386e+00,-2.445636710721817986e-01
5.714856987937212196e+00,-3.468135278832296553e+00,-3.452903143857791735e-01
5.778004578964141658e+00,-2.482776075654390180e+00,8.619043204236165323e-02
5.841152169991072896e+00,-1.729184236155946852e+00,1.851301746142431925e-01
5.904299761018004133e+00,-1.158662662840174384e+00,2.590625019881021007e-02
5.967447352044933595e+00,-5.531023871894651389e-01,-1.447464213597029481e-01
6.030594943071864833e+00,6.084985335167103493e-03,-3.777907012478629589e-01
6.093742534098794295e+00,9.531815729774201218e-01,-2.078673562662970431e-01
6.156890125125725532e+00,1.474100941080809690e+00,-4.185764069916401153e-01
6.220037716152656770e+00,2.439833724073903642e+00,-1.102274057430850940e-01
6.283185307179586232e+00,3.482223381952209262e+00,3.748105034884630093e-01
