x,y,\sigma_y
2.520050251256281459e+00,-2.862053190910746281e+01,1.292650549279183991e-01
2.570251256281407048e+00,-2.916663275814650191e+01,-4.957350617881114418e-01
2.620452261306532638e+00,-2.835935495870246825e+01,2.341696877483084860e-01
2.670653266331658227e+00,-2.882994092754612581e+01,-3.123210404084104663e-01
2.720854271356783816e+00,-2.888033386399673930e+01,-4.372051361640307832e-01
2.771055276381909405e+00,-2.881663345861321801e+01,-4.466339807925412408e-01
2.821256281407034994e+00,-2.862943604034096623e+01,-3.312528095467777156e-01
2.871457286432160583e+00,-2.782939843346424524e+01,3.982352349291622406e-01
2.921658291457286172e+00,-2.807973858870615302e+01,7.856829206706916757e-02
2.971859296482412205e+00,-2.760045204107831651e+01,4.897091613784391173e-01
3.022060301507537794e+00,-2.788018723048705283e+01,1.429698314516997248e-01
3.072261306532663383e+00,-2.781938507895793933e+01,1.378717647214108277e-01
3.122462311557788972e+00,-2.769430244769745997e+01,1.981223135857151929e-01
3.172663316582914561e+00,-2.805946121625834166e+01,-2.308344754650802910e-01
3.222864321608040150e+00,-2.764448787959746667e+01,1.213424335493545891e-01
3.273065326633165739e+00,-2.761603400106586648e+01,8.797051387731202876e-02
3.323266331658291328e+00,-2.775581895297873558e+01,-1.126991562141742564e-01
3.373467336683416917e+00,-2.723943086662956503e+01,3.437170717407835863e-01
3.423668341708542506e+00,-2.788164697764714361e+01,-3.575850074917439336e-01
3.473869346733668095e+00,-2.753296169970936091e+01,-6.712559938397455461e-02
3.524070351758794128e+00,-2.739862929500180400e+01,9.816352295067498623e-03
3.574271356783919718e+00,-2.779068044280054650e+01,-4.388134659218182465e-01
3.624472361809045307e+00,-2.761418570096192582e+01,-3.181082571272569881e-01
3.674673366834170896e+00,-2.756507822626941007e+01,-3.240228888040945776e-01
3.724874371859296485e+00,-2.686665109345586089e+01,3.201287374266612584e-01
3.775075376884422074e+00,-2.666192005740794713e+01,4.713108762713683619e-01
3.825276381909547663e+00,-2.658158329070301207e+01,4.988061570233309761e-01
3.875477386934673252e+00,-2.736931130577242044e+01,-3.410743799222548667e-01
3.925678391959798841e+00,-2.728598899090830798e+01,-3.092333577374326570e-01
3.975879396984924430e+00,-2.728604631730003049e+01,-3.601178064037784399e-01
4.026080402010050463e+00,-2.665883069280885564e+01,2.169084495786545164e-01
4.076281407035176052e+00,-2.709709156862212964e+01,-2.709198472944126523e-01
4.126482412060301641e+00,-2.655679546960852022e+01,2.204155522299728887e-01
4.176683417085427230e+00,-2.675128434079866224e+01,-2.244197039511697245e-02
4.226884422110552819e+00,-2.638957799002130500e+01,2.914736294482808132e-01
4.277085427135678408e+00,-2.704112630141468543e+01,-4.073011788089393459e-01
4.327286432160803997e+00,-2.669302401576370798e+01,-1.058743046513046515e-01
4.377487437185929586e+00,-2.618245252128049216e+01,3.585601506985484077e-01
4.427688442211055175e+00,-2.606837235795119412e+01,4.270293691477442533e-01
4.477889447236180764e+00,-2.621646264456343900e+01,2.338423690921279663e-01
4.528090452261306353e+00,-2.647726509910592796e+01,-7.155403350355094005e-02
4.578291457286431942e+00,-2.623949771490025995e+01,1.221110812633562359e-01
4.628492462311557532e+00,-2.631459243371396539e+01,3.395047575385334859e-03
4.678693467336683121e+00,-2.622572517604215747e+01,4.911156796081195264e-02
4.728894472361808710e+00,-2.641164969700644960e+01,-1.795031574224800197e-01
4.779095477386934299e+00,-2.581003525663017228e+01,3.798718849029509848e-01
4.829296482412059888e+00,-2.575232062765755359e+01,3.957885006134044259e-01
4.879497487437186365e+00,-2.571630788759091857e+01,3.904354829331391219e-01
4.929698492462311954e+00,-2.564993814145139694e+01,4.158628779055595359e-01
4.979899497487437543e+00,-2.625300914626323134e+01,-2.277356514529224052e-01
5.030100502512563132e+00,-2.605552902741072430e+01,-7.037655230178374577e-02
5.080301507537688721e+00,-2.568096428123100949e+01,2.644656051747408254e-01
5.130502512562814310e+00,-2.605411583197952652e+01,-1.480179389496404374e-01
5.180703517587939899e+00,-2.561081663183610146e+01,2.563322563736196713e-01
5.230904522613065488e+00,-2.540886873267271184e+01,4.197067525704193391e-01
5.281105527638191077e+00,-2.539510991324629785e+01,3.952605958432181543e-01
5.331306532663316666e+00,-2.527584494966458095e+01,4.766820386949288668e-01
5.381507537688442255e+00,-2.564156830006981735e+01,7.346984761029040634e-02
5.431708542713567844e+00,-2.545119182620073417e+01,2.267055742135439811e-01
5.481909547738693433e+00,-2.518040745596965024e+01,4.606908857457676643e-01
5.532110552763819022e+00,-2.608010800755945979e+01,-4.754732656609872432e-01
5.582311557788944612e+00,-2.517674993948133988e+01,3.917506006290698561e-01
5.632512562814070201e+00,-2.522933359698034295e+01,3.033562413037238503e-01
5.682713567839195790e+00,-2.510839728765013490e+01,3.887996077101240067e-01
5.732914572864321379e+00,-2.585167640299400915e+01,-3.896602812300633545e-01
5.783115577889446968e+00,-2.528186761915875280e+01,1.452744549625042403e-01
5.833316582914572557e+00,-2.505483441063083561e+01,3.377350395739509015e-01
5.883517587939698146e+00,-2.509537276011048235e+01,2.629203239850060880e-01
5.933718592964824623e+00,-2.553396256297973466e+01,-2.096546214296158839e-01
5.983919597989950212e+00,-2.484102100922355305e+01,4.495881063402231703e-01
6.034120603015075801e+00,-2.495991987454821626e+01,2.972719475696590230e-01
6.084321608040201390e+00,-2.560048961390682010e+01,-3.764382178026193237e-01
6.134522613065326979e+00,-2.492796622225149505e+01,2.632170651649977655e-01
6.184723618090452568e+00,-2.487998228070334505e+01,2.786007764978928325e-01
6.234924623115578157e+00,-2.487142704914418445e+01,2.548193251158745731e-01
6.285125628140703746e+00,-2.506797557739157867e+01,2.619343420478503770e-02
6.335326633165829335e+00,-2.505577291709020926e+01,6.573926009102226686e-03
6.385527638190954924e+00,-2.532951841628942802e+01,-2.987425759307127393e-01
6.435728643216080513e+00,-2.536003867177923965e+01,-3.605866021746407801e-01
6.485929648241206102e+00,-2.503568612135975968e+01,-6.731443259406821866e-02
6.536130653266331691e+00,-2.479785895598964629e+01,1.396719886516918363e-01
6.586331658291457281e+00,-2.445968189851278396e+01,4.472442716687461406e-01
6.636532663316582870e+00,-2.499563607864909542e+01,-1.190822967787955600e-01
6.686733668341708459e+00,-2.503364394231168433e+01,-1.872336651040432676e-01
6.736934673366834048e+00,-2.449178276243693375e+01,3.247094698486980846e-01
6.787135678391959637e+00,-2.524090509644320335e+01,-4.541087969886953291e-01
6.837336683417085226e+00,-2.444909640160365072e+01,3.082228034711304021e-01
6.887537688442210815e+00,-2.423197341415595218e+01,4.960843331955785418e-01
6.937738693467336404e+00,-2.422540898439211787e+01,4.735998098552450797e-01
6.987939698492462881e+00,-2.512269422480707703e+01,-4.525249433364835205e-01
7.038140703517588470e+00,-2.440619940299444579e+01,2.353368075410191551e-01
7.088341708542714059e+00,-2.506027401902327512e+01,-4.471673721320039707e-01
7.138542713567839648e+00,-2.502928305780858054e+01,-4.444053396910843112e-01
7.188743718592965237e+00,-2.423395603008056653e+01,3.228905821016638811e-01
7.238944723618090826e+00,-2.446467014985402955e+01,6.434042590711697152e-02
7.289145728643216415e+00,-2.457408979613316902e+01,-7.272288351858446909e-02
7.339346733668342004e+00,-2.408149943594630216e+01,3.924135460740363346e-01
7.389547738693467593e+00,-2.458761585021489893e+01,-1.409696529550724664e-01
7.439748743718593182e+00,-2.431564717067578840e+01,1.039168534797776378e-01
7.489949748743718771e+00,-2.479153738835037402e+01,-3.988734086926160050e-01
7.540150753768844361e+00,-2.444378425579938607e+01,-7.784062532124025324e-02
7.590351758793969950e+00,-2.421221280200827053e+01,1.271877897608860719e-01
7.640552763819095539e+00,-2.392562079173413636e+01,3.874117341124643232e-01
7.690753768844221128e+00,-2.450162496013161473e+01,-2.147878191774221790e-01
7.740954773869346717e+00,-2.453885269201973074e+01,-2.780405019514731180e-01
7.791155778894472306e+00,-2.431205131037911826e+01,-7.709584063803232024e-02
7.841356783919597895e+00,-2.447529167390878158e+01,-2.660268549273829830e-01
7.891557788944723484e+00,-2.413606101521430958e+01,4.767710295628857509e-02
7.941758793969849073e+00,-2.434878970589347347e+01,-1.904164178801690532e-01
7.991959798994974662e+00,-2.455300713297230786e+01,-4.198388444512833884e-01
8.042160804020101139e+00,-2.425475534541875433e+01,-1.466342273911648286e-01
8.092361809045225840e+00,-2.431011548213934148e+01,-2.268856699040677771e-01
8.142562814070352317e+00,-2.426518396355119123e+01,-2.066915202608360369e-01
8.192763819095477018e+00,-2.423751920730992282e+01,-2.036120884227744510e-01
8.242964824120603495e+00,-2.435464258917421176e+01,-3.451706077748586399e-01
8.293165829145728196e+00,-2.424760537605228805e+01,-2.624201690144908339e-01
8.343366834170854673e+00,-2.357721694561034909e+01,3.838280594232402754e-01
8.393567839195979374e+00,-2.386259886576223721e+01,7.445075108354570759e-02
8.443768844221105851e+00,-2.410759629508264013e+01,-1.943989796899963096e-01
8.493969849246230552e+00,-2.391543481021597017e+01,-2.594840591023561682e-02
8.544170854271357030e+00,-2.420903906876683820e+01,-3.431238515609079665e-01
8.594371859296483507e+00,-2.351631737182384541e+01,3.261647451768445727e-01
8.644572864321608208e+00,-2.399407137520451627e+01,-1.748858800027565108e-01
8.694773869346734685e+00,-2.352580888025876504e+01,2.702148910038841834e-01
8.744974874371859386e+00,-2.344391258860419569e+01,3.290828033309608491e-01
8.795175879396985863e+00,-2.380708848977371872e+01,-5.698965912937858924e-02
8.845376884422110564e+00,-2.403413602400803484e+01,-3.068034371267877036e-01
8.895577889447237041e+00,-2.338105601814576318e+01,3.236391674670857643e-01
8.945778894472361742e+00,-2.355036480628159268e+01,1.318203704269932386e-01
8.995979899497488219e+00,-2.338003711940208618e+01,2.797640149808195975e-01
9.046180904522612920e+00,-2.394067358455086492e+01,-3.031319278974661247e-01
9.096381909547739397e+00,-2.367425983037108494e+01,-5.885446555725448725e-02
9.146582914572864098e+00,-2.374368549184024602e+01,-1.502945889184762462e-01
9.196783919597990575e+00,-2.336868900606978983e+01,2.028079312303604498e-01
9.246984924623115276e+00,-2.386189037022597503e+01,-3.121682141734942739e-01
9.297185929648241753e+00,-2.362149450677005191e+01,-9.342923817893367122e-02
9.347386934673366454e+00,-2.381605842387368455e+01,-3.095334186954218358e-01
9.397587939698492931e+00,-2.349355837038018535e+01,-8.458253900920364998e-03
9.447788944723617632e+00,-2.363961201128187639e+01,-1.758226381540629601e-01
9.497989949748744110e+00,-2.388867876970750004e+01,-4.460872044048779239e-01
9.548190954773868810e+00,-2.296094993902367420e+01,4.605555632916414899e-01
9.598391959798995288e+00,-2.308891099497707344e+01,3.116190172320485452e-01
9.648592964824119989e+00,-2.328715256593432059e+01,9.251137543365484106e-02
9.698793969849246466e+00,-2.333120017676499103e+01,2.770597737083491108e-02
9.748994974874372943e+00,-2.297643458898420832e+01,3.618209434615456965e-01
9.799195979899497644e+00,-2.306003204687001329e+01,2.576789285885683345e-01
9.849396984924624121e+00,-2.324674971199438644e+01,5.052168721637673166e-02
9.899597989949748822e+00,-2.301075051755849188e+01,2.661852187127139446e-01
9.949798994974875299e+00,-2.297005518514918165e+01,2.866477502575687231e-01
1.000000000000000000e+01,-2.314105525428688992e+01,9.551670696921921166e-02
